2,-0.45577596737176296 
3,-0.4622609372962958 
4,-0.45486346078690687 
5,-0.47154387365537787 
6,-0.5054221823580427 
7,-0.5482235950981664 
8,-0.595282454462609 
9,-0.6442096559130057 
10,-0.6937357705210943 
11,-0.7431164166173829 
12,-0.7918612320937513 
13,-0.8396154688625472 
14,-0.8861083145120716 
15,-0.9311292845396508 
16,-0.9745162389519066 
17,-1.016148230780459 
18,-1.055940401271414 
19,-1.0938397662795012 
20,-1.1298214078064461 
21,-1.1638848721770785 
22,-1.196050708568606 
23,-1.226357145458735 
24,-1.2548569322059961 
25,-1.2816143832988018 
26,-1.3067026615818804 
27,-1.3302013289799675 
28,-1.3521941823233874 
29,-1.3727673803119274 
30,-1.3920078569948942 
31,-1.4100020083322988 
32,-1.4268346318190197 
33,-1.4425880948064105 
34,-1.4573417048649162 
35,-1.4711712548916012 
36,-1.484148716371692 
37,-1.496342055796049 
38,-1.5078151514541105 
39,-1.5186277903382006 
40,-1.5288357275246653 
41,-1.5384907929787914 
42,-1.5476410331593797 
43,-1.556330877001983 
44,-1.5646013178302383 
45,-1.5724901044372928 
46,-1.5800319360357662 
47,-1.5872586569983014 
48,-1.5941994483002873 
49,-1.6008810134255782 
50,-1.6073277571160816 
51,-1.6135619559127008 
52,-1.6196039198202925 
53,-1.6254721447555767 
54,-1.6311834556709073 
55,-1.636753140448036 
56,-1.6421950747558185 
57,-1.6475218381922332 
58,-1.6527448220740553 
59,-1.6578743292725449 
60,-1.6629196665517156 
61,-1.6678892298109531 
62,-1.6727905827206087 
63,-1.6776305291305107 
64,-1.6824151797250124 
65,-1.687150013264727 
66,-1.6918399328747 
67,-1.6964893176732403 
68,-1.7011020701320376 
69,-1.7056816594777047 
70,-1.710231161424872 
71,-1.7147532945691637 
72,-1.7192504536278648 
73,-1.7237247398757063 
74,-1.7281779889067366 
75,-1.732611796013316 
76,-1.7370275393145675 
77,-1.7414264008834834 
78,-1.7458093859881956 
79,-1.7501773406197572 
80,-1.7545309674633245 
81,-1.7588708404337012 
82,-1.7631974178884775 
83,-1.7675110546733777 
84,-1.7718120130239186 
85,-1.776100472510734 
86,-1.7803765390535773 
87,-1.784640253102225 
88,-1.7888915970570451 
89,-1.7931305020092623 
90,-1.7973568538318432 
91,-1.8015704987174104 
92,-1.8057712481850103 
93,-1.8099588835975737 
94,-1.814133160268284 
95,-1.8182938111694966 
96,-1.822440550272404 
97,-1.8265730755811092 
98,-1.8306910718456493 
99,-1.834794213042187 
100,-1.838882164575807 
101,-1.8429545852814044 
102,-1.8470111292317597 
103,-1.8510514473409785 
104,-1.8550751888224113 
105,-1.859082002487412 
106,-1.8630715379104004 
107,-1.8670434464856953 
108,-1.8709973823479231 
109,-1.8749330031996578 
110,-1.8788499710672113 
111,-1.882747952943646 
112,-1.8866266213890412 
113,-1.8904856550170734 
114,-1.8943247389770477 
115,-1.8981435653395238 
116,-1.9019418334191869 
117,-1.9057192501295503 
118,-1.9094755301666737 
119,-1.9132103963129339 
120,-1.916923579556169 
121,-1.9206148192715773 
122,-1.9242838633508654 
123,-1.9279304683077498 
124,-1.9315543993325264 
125,-1.9351554303793819 
126,-1.938733344184584 
127,-1.942287932295585 
128,-1.945818995076479 
