2,-0.2436500146311269 
3,-0.16277289651684768 
4,-0.11604972657345791 
5,-0.09329066959524468 
6,-0.08132668369700413 
7,-0.07417561146040275 
8,-0.06937951456087244 
9,-0.06587160717183449 
10,-0.06313998024326928 
11,-0.06091037487028439 
12,-0.05902083680129777 
13,-0.05736850929898407 
14,-0.05588484757664225 
15,-0.05452282761133742 
16,-0.053249681167550134 
17,-0.05204243507735484 
18,-0.0508850085706507 
19,-0.04976624336250257 
20,-0.04867852497521841 
21,-0.047616795437941395 
22,-0.046577834120217876 
23,-0.04555972759152127 
24,-0.04456147602181049 
25,-0.04358270024547761 
26,-0.04262342425279875 
27,-0.041683914866729066 
28,-0.040764565083409976 
29,-0.039865810836878235 
30,-0.03898807330350129 
31,-0.03813172060614478 
32,-0.03729704410663848 
33,-0.036484245511370084 
34,-0.03569343183576468 
35,-0.034924615929855074 
36,-0.034177720794986044 
37,-0.033452586344077995 
38,-0.032748977595823514 
39,-0.03206659356023667 
40,-0.031405076283203104 
41,-0.030764019679462296 
42,-0.030142977908519275 
43,-0.0295414731410768 
44,-0.028959002633043296 
45,-0.02839504507354862 
46,-0.027849066209697515 
47,-0.027320523772985106 
48,-0.02680887174879376 
49,-0.0263135640388783 
50,-0.025834057570604863 
51,-0.025369814908584476 
52,-0.024920306422560268 
53,-0.024485012063313882 
54,-0.024063422794453504 
55,-0.023655041724562897 
56,-0.023259384979435138 
57,-0.022875982350943902 
58,-0.022504377754167804 
59,-0.02214412952139 
60,-0.021794810558264932 
61,-0.021456008383478165 
62,-0.02112732507186632 
63,-0.020808377116675714 
64,-0.02049879522620257 
65,-0.020198224066562687 
66,-0.019906321961942086 
67,-0.019622760560884855 
68,-0.019347224476857883 
69,-0.01907941090947529 
70,-0.018819029252687636 
71,-0.018565800693685408 
72,-0.018319457807607686 
73,-0.018079744150879984 
74,-0.01784641385605923 
75,-0.017619231230579735 
76,-0.017397970361506365 
77,-0.01718241472723958 
78,-0.01697235681820497 
79,-0.01676759776714154 
80,-0.01656794698905606 
81,-0.01637322183287948 
82,-0.01618324724386555 
83,-0.01599785543767518 
84,-0.015816885585815732 
85,-0.01564018351311347 
86,-0.015467601406496168 
87,-0.01529899753538766 
88,-0.015134235983346733 
89,-0.014973186390967008 
90,-0.014815723709302508 
91,-0.014661727964128235 
92,-0.014511084030360943 
93,-0.014363681416422414 
94,-0.014219414058033175 
95,-0.014078180121649297 
96,-0.013939881816299238 
97,-0.013804425214720473 
98,-0.013671720081783079 
99,-0.013541679711747023 
100,-0.013414220772446361 
101,-0.013289263157066467 
102,-0.013166729842588043 
103,-0.013046546755317245 
104,-0.012928642642003552 
105,-0.01281294894763918 
106,-0.012699399698760216 
107,-0.01258793139219272 
108,-0.012478482889126452 
109,-0.012370995314060163 
110,-0.012265411958521932 
111,-0.012161678189255398 
112,-0.012059741361218013 
113,-0.011959550733370072 
114,-0.011861057389809582 
115,-0.011764214163764497 
116,-0.011668975565214956 
117,-0.011575297712113741 
118,-0.011483138264293147 
119,-0.011392456361042247 
120,-0.011303212560893283 
121,-0.011215368784701862 
122,-0.011128888260610204 
123,-0.011043735472637928 
124,-0.010959876110100297 
125,-0.010877277020575948 
126,-0.010795906164253077 
127,-0.01071573257072389 
128,-0.01063672629705359 
